"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","LATITUDE","LONGITUDE"
"MLS Listing","","Single Family Residential","3900 Christian Dr","BELMONT","CA","94002","825000","3","2.0","BELMONT","1280","5740","1963","13","645","","Active","","","http://www.redfin.com/CA/Belmont/3900-Christian-Dr-94002/home/761357","MLSListings","ML81674076","N","Y","37.5120673","-122.3262497"
"MLS Listing","","Townhouse","372 Imperial Way #4","DALY CITY","CA","94015","510000","2","1.5","DALY CITY","1048","1057906","1974","14","487","387","Active","","","http://www.redfin.com/CA/Daly-City/372-Imperial-Way-94015/unit-4/home/1352879","MLSListings","ML81674003","N","Y","37.6653505","-122.4635388"
"MLS Listing","","Single Family Residential","723 Acacia Ave","San Bruno","CA","94066","899000","2","1.0","Mills Park","1410","5550","1947","14","638","","Active","","","http://www.redfin.com/CA/San-Bruno/723-Acacia-Ave-94066/home/1120484","EBRD/CCAR/Bay East","40793297","N","Y","37.6258996","-122.4189288"
"MLS Listing","","Single Family Residential","223 Tulare St","BRISBANE","CA","94005","699000","3","2.0","BRISBANE","1030","3300","1928","14","679","","Active","","","http://www.redfin.com/CA/Brisbane/223-Tulare-St-94005/home/2012823","MLSListings","ML81671924","N","Y","37.681064","-122.397622"
"MLS Listing","","Single Family Residential","1013 Dwight Ave","HALF MOON BAY","CA","94019","829000","3","1.0","HALF MOON BAY","1020","5000","1964","14","813","","Active","September-2-2017 01:00 PM","September-2-2017 04:00 PM","http://www.redfin.com/CA/Half-Moon-Bay/1013-Dwight-Ave-94019/home/1294537","MLSListings","ML81673415","N","Y","37.4770015","-122.4382054"
"MLS Listing","","Single Family Residential","446 Andover Dr","PACIFICA","CA","94044","739000","3","1.0","PACIFICA","1130","4000","1965","16","654","2","Active","","","http://www.redfin.com/CA/Pacifica/446-Andover-Dr-94044/home/595641","MLSListings","ML81673830","N","Y","37.6557443","-122.4743239"
"MLS Listing","","Condo/Co-op","3377 La Selva St Unit A","SAN MATEO","CA","94403","599000","2","1.0","SAN MATEO","723","79870","1963","16","828","409","Active","","","http://www.redfin.com/CA/San-Mateo/3377-La-Selva-St-94403/unit-A/home/113814125","MLSListings","ML81673790","N","Y","37.5387451","-122.2817654"
"MLS Listing","","Single Family Residential","24 Hampshire Ave","DALY CITY","CA","94015","899888","4","2.0","DALY CITY","1540","5040","1972","17","584","","Active","","","http://www.redfin.com/CA/Daly-City/24-Hampshire-Ave-94015/home/2050748","MLSListings","ML81672990","N","Y","37.6562475","-122.4629798"
"MLS Listing","","Condo/Co-op","300 Davey Glen Rd #3804","BELMONT","CA","94002","525000","1","1.0","BELMONT","725","181048","1965","17","724","456","Active","","","http://www.redfin.com/CA/Belmont/300-Davey-Glen-Rd-94002/unit-3804/home/1205955","MLSListings","ML81673709","N","Y","37.525709","-122.286669"
"MLS Listing","","Single Family Residential","1077 Skyline Dr","DALY CITY","CA","94015","888000","3","2.0","DALY CITY","1600","3300","1965","18","555","","Active","","","http://www.redfin.com/CA/Daly-City/Skyline-Dr-94015/home/1328668","MLSListings","ML81673527","N","Y","37.6651244","-122.4863495"
"MLS Listing","","Condo/Co-op","4252 Shelter Creek Ln","SAN BRUNO","CA","94066","619000","2","2.0","SAN BRUNO","1000","1679615","1972","19","619","420","Active","","","http://www.redfin.com/CA/San-Bruno/4252-Shelter-Creek-Ln-94066/home/1763188","MLSListings","ML81673377","N","Y","37.619843","-122.428366"
"MLS Listing","","Condo/Co-op","1551 Southgate Ave #260","DALY CITY","CA","94015","549000","2","1.5","DALY CITY","1029","186215","1974","20","534","410","Active","","","http://www.redfin.com/CA/Daly-City/1551-Southgate-Ave-94015/unit-260/home/1288408","MLSListings","ML81673213","N","Y","37.6767194","-122.4744988"
"MLS Listing","","Single Family Residential","1275 Cypress St","EAST PALO ALTO","CA","94303","649950","3","1.0","EAST PALO ALTO","860","6500","1925","20","756","","Active","","","http://www.redfin.com/CA/East-Palo-Alto/1275-Cypress-St-94303/home/1470944","MLSListings","ML81673143","N","Y","37.4662959","-122.1267946"
"MLS Listing","","Townhouse","4 Patrick Way","HALF MOON BAY","CA","94019","875000","3","2.5","HALF MOON BAY","1580","1187","1992","21","554","395","Active","","","http://www.redfin.com/CA/Half-Moon-Bay/4-Patrick-Way-94019/home/1660051","MLSListings","ML81673014","N","Y","37.4672569","-122.427747"
"MLS Listing","","Single Family Residential","766 Circle Ct","SOUTH SAN FRANCISCO","CA","94080","769000","2","1.0","SOUTH SAN FRANCISCO","890","3690","1941","22","864","","Active","","","http://www.redfin.com/CA/South-San-Francisco/766-Circle-Ct-94080/home/1900970","MLSListings","ML81672996","N","Y","37.6562714","-122.426862"
"MLS Listing","","Single Family Residential","484 Inverness Dr","PACIFICA","CA","94044","849500","3","3.0","PACIFICA","1870","5000","1955","24","454","","Active","","","http://www.redfin.com/CA/Pacifica/484-Inverness-Dr-94044/home/1530378","MLSListings","ML81672804","N","Y","37.6485014","-122.4755692"
"MLS Listing","","Single Family Residential","630 Bellevue Ave","DALY CITY","CA","94014","699000","2","2.0","DALY CITY","900","2500","1912","25","777","","Active","","","http://www.redfin.com/CA/Daly-City/Bellevue-Ave-94014/home/554145","MLSListings","ML81672709","N","Y","37.7040607","-122.4535175"
"MLS Listing","","Single Family Residential","216 Santa Clara Ave","SAN BRUNO","CA","94066","799000","3","2.0","SAN BRUNO","910","3366","1925","25","878","","Active","","","http://www.redfin.com/CA/San-Bruno/216-Santa-Clara-Ave-94066/home/1180392","MLSListings","ML81672706","N","Y","37.6140704","-122.4021648"
"MLS Listing","","Single Family Residential","221 Forest Park Dr","PACIFICA","CA","94044","819000","3","2.0","PACIFICA","1110","4000","1967","25","738","","Active","","","http://www.redfin.com/CA/Pacifica/221-Forest-Park-Dr-94044/home/583732","MLSListings","ML81672679","N","Y","37.6590618","-122.4874337"
"MLS Listing","","Condo/Co-op","1056 El Camino Real #204","BURLINGAME","CA","94010","652000","1","1.0","BURLINGAME","838","12196","1980","26","778","548","Active","","","http://www.redfin.com/CA/Burlingame/1056-El-Camino-Real-94010/unit-204/home/26773982","MLSListings","ML81672458","N","Y","37.582977","-122.363482"
"MLS Listing","","Single Family Residential","289 Catalina Ave","PACIFICA","CA","94044","869999","3","1.0","PACIFICA","1060","4033","1964","26","821","2","Active","","","http://www.redfin.com/CA/Pacifica/289-Catalina-Ave-94044/home/1673593","MLSListings","ML81672448","N","Y","37.6548243","-122.4802088"
"MLS Listing","","Condo/Co-op","2405 Hastings Shore Ln","REDWOOD CITY","CA","94065","699000","1","1.0","REDWOOD CITY","747","168569","1995","27","936","497","Active","August-31-2017 12:00 PM","August-31-2017 04:00 PM","http://www.redfin.com/CA/Redwood-City/2405-Hastings-Shore-Ln-94065/home/992913","MLSListings","ML81672399","N","Y","37.524273","-122.251449"
"MLS Listing","","Condo/Co-op","1056 El Camino Real #202","BURLINGAME","CA","94010","658000","1","1.0","BURLINGAME","904","12197","1980","27","728","548","Active","","","http://www.redfin.com/CA/Burlingame/1056-El-Camino-Real-94010/unit-202/home/26773968","MLSListings","ML81672346","N","Y","37.582977","-122.363482"
"MLS Listing","","Condo/Co-op","601 Laurel Ave #507","SAN MATEO","CA","94401","865000","2","2.0","SAN MATEO","1450","","1992","28","597","70","Active","","","http://www.redfin.com/CA/San-Mateo/601-Laurel-Ave-94401/unit-507/home/142984930","MLSListings","ML81672149","N","Y","37.5626141","-122.3207715"
"MLS Listing","","Single Family Residential","17 John Glenn Cir","DALY CITY","CA","94015","867000","3","2.0","DALY CITY","1280","4950","1971","33","677","","Active","","","http://www.redfin.com/CA/Daly-City/John-Glenn-Cir-94015/home/1361969","MLSListings","ML81671619","N","Y","37.6535238","-122.4641229"
"MLS Listing","","Single Family Residential","2692 Leix Way","SOUTH SAN FRANCISCO","CA","94080","899000","5","2.5","SOUTH SAN FRANCISCO","2000","2500","1970","33","450","","Active","","","http://www.redfin.com/CA/South-San-Francisco/2692-Leix-Way-94080/home/1499052","MLSListings","ML81671490","N","Y","37.6473248","-122.4694612"
"New Construction Plan","","Single Family Residential","Plan 2A","San Francisco","CA","94104","861216","2","2.5","The Village at Garden Valley","1335","","","","645","","Active","","","http://www.redfin.com/CA/San-Francisco/The-Village-at-Garden-Valley/Plan-2A/home/137499689","NewHomeSource.com","Plan-21376130","N","Y","37.687029","-122.462144"
"MLS Listing","","Condo/Co-op","1056 El Camino Real #201","BURLINGAME","CA","94010","875000","2","2.0","BURLINGAME","1110","12197","1980","35","788","548","Active","","","http://www.redfin.com/CA/Burlingame/1056-El-Camino-Real-94010/unit-201/home/26773960","MLSListings","ML81671205","N","Y","37.582977","-122.363482"
"MLS Listing","","Single Family Residential","3909 Oneill Dr","SAN MATEO","CA","94403","850000","2","1.0","SAN MATEO","860","5000","1950","35","988","","Active","","","http://www.redfin.com/CA/San-Mateo/3909-Oneill-Dr-94403/home/1058720","MLSListings","ML81671179","N","Y","37.5367233","-122.2857841"
"MLS Listing","","Condo/Co-op","1056 El Camino Real #102","BURLINGAME","CA","94010","658000","1","1.0","BURLINGAME","904","12197","1980","35","728","548","Active","","","http://www.redfin.com/CA/Burlingame/1056-El-Camino-Real-94010/home/1748487","MLSListings","ML81670787","N","Y","37.582977","-122.363482"
"MLS Listing","","Condo/Co-op","4285 George Ave #4","SAN MATEO","CA","94403","768000","2","2.0","SAN MATEO","1040","78395","1965","38","738","440","Active","","","http://www.redfin.com/CA/San-Mateo/4285-George-Ave-94403/unit-4/home/1859317","MLSListings","ML81670946","N","Y","37.5319554","-122.2857994"
"New Construction Plan","","Single Family Residential","Plan 1","San Mateo","CA","94404","806595","1","1.0","Tidelands","898","","","","898","","Active","","","http://www.redfin.com/CA/San-Mateo/Tidelands/Plan-1/home/104466682","NewHomeSource.com","Plan-11407977","N","Y","37.569763","-122.28538"
"MLS Listing","","Single Family Residential","290 Hillside Blvd","SOUTH SAN FRANCISCO","CA","94080","899000","3","2.5","SOUTH SAN FRANCISCO","1700","2434","2001","38","529","90","Active","","","http://www.redfin.com/CA/South-San-Francisco/290-Hillside-Blvd-94080/home/1655702","MLSListings","ML81670844","N","Y","37.663946","-122.408547"
"MLS Listing","","Single Family Residential","213 Dumbarton Ave","REDWOOD CITY","CA","94063","699000","3","1.0","REDWOOD CITY","900","2900","1957","40","777","","Active","","","http://www.redfin.com/CA/Redwood-City/213-Dumbarton-Ave-94063/home/1276075","MLSListings","ML81670557","N","Y","37.4735663","-122.2111287"
"MLS Listing","","Condo/Co-op","1388 Broadway #368","MILLBRAE","CA","94030","898800","2","2.0","MILLBRAE","1107","68800","2009","42","812","412","Active","","","http://www.redfin.com/CA/Millbrae/1388-Broadway-94030/unit-368/home/28919079","MLSListings","ML81670264","N","Y","37.6087436","-122.4007432"
"MLS Listing","","Townhouse","18 Hibiscus Ct","Daly City","CA","94014","861216","2","2.5","Original Daly City","1335","","2017","43","645","300","Active","","","http://www.redfin.com/CA/DALY-CITY/18-Hibiscus-Ct-94014/home/137117865","San Francisco MLS","460429","N","Y","37.686892","-122.463409"
"MLS Listing","","Condo/Co-op","633 Elm St #115","SAN CARLOS","CA","94070","749950","1","1.0","SAN CARLOS","774","","2003","45","969","362","Active","","","http://www.redfin.com/CA/San-Carlos/633-Elm-St-94070/unit-115/home/1008696","MLSListings","ML81670069","N","Y","37.5048088","-122.2620109"
"MLS Listing","","Single Family Residential","1132 Banyan Way","PACIFICA","CA","94044","895500","3","2.0","PACIFICA","1600","9516","1962","45","560","","Active","","","http://www.redfin.com/CA/Pacifica/1132-Banyan-Way-94044/home/1957397","MLSListings","ML81670004","N","Y","37.5869157","-122.4804859"
"MLS Listing","","Single Family Residential","40 Sylvan","LA HONDA","CA","94020","649000","2","2.0","LA HONDA","1070","25710","1941","47","607","280","Active","","","http://www.redfin.com/CA/La-Honda/40-Sylvan-Way-94020/home/105496750","MLSListings","ML81669626","N","Y","37.3148875","-122.2949943"
"MLS Listing","","Single Family Residential","240 Linden Ave","SAN BRUNO","CA","94066","865000","3","2.0","SAN BRUNO","1160","3832","1925","47","746","","Active","","","http://www.redfin.com/CA/San-Bruno/240-Linden-Ave-94066/home/1951094","MLSListings","ML81669535","N","Y","37.6185017","-122.4101233"
"MLS Listing","","Single Family Residential","301 Chapman Ave","SOUTH SAN FRANCISCO","CA","94080","750000","2","1.0","SOUTH SAN FRANCISCO","700","5000","1912","48","1071","","Active","","","http://www.redfin.com/CA/South-San-Francisco/Chapman-Ave-94080/home/606221","MLSListings","ML81669320","N","Y","37.6642586","-122.4038422"
"MLS Listing","","Condo/Co-op","2655 Edison St #304","SAN MATEO","CA","94403","730000","2","2.0","SAN MATEO","997","17007","1962","49","732","377","Active","","","http://www.redfin.com/CA/San-Mateo/2655-Edison-St-94403/unit-304/home/105500423","MLSListings","ML81669234","N","Y","37.542572","-122.304564"
"MLS Listing","","Single Family Residential","1545 Crespi Dr","Pacifica","CA","94044","884900","4","2.0","Pacifica","1190","4885","1961","52","744","","Active","","","http://www.redfin.com/CA/Pacifica/1545-Crespi-Dr-94044/home/2054010","San Francisco MLS","460095","N","Y","37.5986631","-122.4828567"
"MLS Listing","","Condo/Co-op","585 Villa St #10","Daly City","CA","94014","480000","2","1.5","Daly City","838","","1964","52","573","277","Active","","","http://www.redfin.com/CA/Daly-City/585-Villa-St-94014/unit-10/home/1146680","EBRD/CCAR/Bay East","40788351","N","Y","37.6870705","-122.4594919"
"MLS Listing","","Single Family Residential","308 Sierra Point Rd","Brisbane","CA","94005","799000","2","1.0","Brisbane","860","4500","1932","54","929","","Active","","","http://www.redfin.com/CA/Brisbane/308-Sierra-Point-Rd-94005/home/1950329","San Francisco MLS","459979","N","Y","37.680258","-122.40587"
"MLS Listing","","Single Family Residential","1420 Modoc Ave","MENLO PARK","CA","94025","789000","3","1.0","MENLO PARK","1000","4400","1951","54","789","","Active","","","http://www.redfin.com/CA/Menlo-Park/1420-Modoc-Ave-94025/home/1767064","MLSListings","ML81668498","N","Y","37.4779258","-122.1634144"
"MLS Listing","","Condo/Co-op","368 Imperial Way #342","DALY CITY","CA","94015","499900","2","2.0","DALY CITY","847","1057906","1974","58","590","365","Active","","","http://www.redfin.com/CA/Daly-City/368-Imperial-Way-94015/unit-342/home/2056676","MLSListings","ML81668304","N","Y","37.6657071","-122.4641064"
"MLS Listing","","Townhouse","15 Hibiscus Ct","DALY CITY","CA","94014","886165","2","2.0","DALY CITY","1442","1000","2017","58","615","300","Active","","","http://www.redfin.com/CA/DALY-CITY/15-Hibiscus-Ct-94014/home/132519478","MLSListings","ML81668282","N","Y","37.6904558","-122.4523855"
"MLS Listing","","Condo/Co-op","1705 Palm Ave #1","SAN MATEO","CA","94402","649000","1","1.0","SAN MATEO","770","20012","2007","59","843","314","Active","","","http://www.redfin.com/CA/San-Mateo/1705-Palm-Ave-94402/unit-1/home/17307277","MLSListings","ML81668160","N","Y","37.553227","-122.312213"
"MLS Listing","","Condo/Co-op","2655 Edison St #105","SAN MATEO","CA","94403","730000","2","2.0","SAN MATEO","949","17007","1962","63","769","265","Active","","","http://www.redfin.com/CA/San-Mateo/2655-Edison-St-94403/unit-105/home/1822723","MLSListings","ML81667655","N","Y","37.5425679","-122.3046241"
"MLS Listing","","Townhouse","336 Third Ave","DALY CITY","CA","94014","871912","2","2.0","DALY CITY","1335","1000","2017","64","653","300","Active","","","http://www.redfin.com/CA/DALY-CITY/336-Rosebud-94014/home/132532540","MLSListings","ML81667524","N","Y","37.6904558","-122.4523855"
"MLS Listing","","Single Family Residential","468 Wisteria Dr","EAST PALO ALTO","CA","94303","875000","3","2.0","EAST PALO ALTO","1110","5000","1951","72","788","","Active","","","http://www.redfin.com/CA/East-Palo-Alto/468-Wisteria-Dr-94303/home/1584233","MLSListings","ML81656037","N","Y","37.4634172","-122.1281716"
"MLS Listing","","Single Family Residential","2780 Westmoreland Ave","REDWOOD CITY","CA","94063","840000","2","1.0","REDWOOD CITY","840","5250","1925","74","1000","","Active","","","http://www.redfin.com/CA/Redwood-City/2780-Westmoreland-Ave-94063/home/1202087","MLSListings","ML81656227","N","Y","37.4731443","-122.2120465"
"MLS Listing","","Single Family Residential","401 Scenic","LA HONDA","CA","94020","653000","2","2.0","LA HONDA","1155","15725","1939","74","565","365","Active","","","http://www.redfin.com/CA/La-Honda/401-Scenic-Dr-94020/home/906733","MLSListings","ML81656163","N","Y","37.320287","-122.265466"
"MLS Listing","","Condo/Co-op","100 Chelsea Ct Unit C","DALY CITY","CA","94014","848902","2","2.0","DALY CITY","1234","","2017","75","688","386","Active","September-2-2017 10:00 AM","September-2-2017 05:30 PM","http://www.redfin.com/CA/Daly-City/100-Chelsea-Ct-94014/unit-C/home/115768142","MLSListings","ML81656005","N","Y","37.7036725","-122.4608933"
"MLS Listing","","Single Family Residential","384 Cypress Ave","SAN BRUNO","CA","94066","899950","2","1.5","SAN BRUNO","1380","5000","1929","86","652","","Active","","","http://www.redfin.com/CA/San-Bruno/384-Cypress-Ave-94066/home/1140844","MLSListings","ML81654481","N","Y","37.619503","-122.4149293"
